sample_id,sha256_x,family_id_x,family_canonical,type_slug,source_batch_label,android_package_name_x,effective_first_seen_at_utc_x,current_gate_reason,sha256_y,family_id_y,family_canonical_current,type_slug_current,source_batch_label_current,android_package_name_y,effective_first_seen_at_utc_y,in_locked_membership,in_current_governed,in_full_catalog
987,3c52c96c8c8bddb4ff2165c9f2ffdefba23532f1c2b24c03fcf8049c84d613b6,48.0,Coper,banker,,mepi.tkin423.wild,2024-04-23 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
996,3eb7efa71648ae819f1bff89399717805129487081e8261dd65bf596f2467054,18.0,SOVA,banker,,com.slhytrowb.wfxaicaiw,2022-05-23 12:13:19+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1024,41cf4ca70cf52b6682303a629193da78ab00701da6aed5650b72015c056920da,8.0,EventBot,banker,,com.ea93c01d.e6afc54a374ebc.dc5a9e13,2020-04-22 11:30:26+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1128,4f1822817690d89943e7e57468ab4366e360772c0adce67bf74a7224b3732dee,5.0,SharkBot,banker,,com.esqftazog8dbotp2fx.fihbgevw2svjeq0d,2021-11-18 08:16:48+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1176,55884b3b0018b42e500c8ca427d8ae3b3174d9efca5aa57b34eb9202cb84913a,7.0,Chameleon,banker,,com.sing.tuna,2023-02-06 03:34:59+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1264,60b0e7e09fe91aa785b85315aad3850e7f47f70a5aab7ae9ef31ad1c50477f55,7.0,Chameleon,banker,,com.loud.help,2023-01-02 10:51:01+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1322,688055c2dcdb59d4539de378e3c0f39d4ccb03cab8203c8497ae5331b7067f9c,6.0,TeaBot,banker,,com.paccinisantino861.qrscanner,2021-12-17 12:39:18+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1387,71c78101f7792fe879a082e323fed89c5e4a43132d01d3f79ed02afd8db45497,5.0,SharkBot,banker,,com.pagnotto28.sellsourcecode.alpha,2022-02-09 08:05:27+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1390,724a56172f40177da76242ee169ac336b63d5df85889368d1531f593b658606b,18.0,SOVA,banker,,com.help.marine,2023-04-04 13:35:37+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1446,78dfebb00200301f0bc1e246973166cda1d2cd51df0ac50ed3f29fd412eaaa3a,7.0,Chameleon,banker,,com.play.rapid,2022-12-27 16:58:17+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1472,7c805f51ee3b2994e742d73954e51d7c2c24c76455b0b9a1b44d61cb4e280502,18.0,SOVA,banker,,com.bean.cousin,2022-08-12 20:27:29+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1495,7f5b870ed1f286d8a08a1860d38ef4966d4e9754b2d42bf41d7511e1856cc990,6.0,TeaBot,banker,,video.fantasy.amount,2021-05-12 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1513,81fda9ff99aec1b6f7b328652e330d304fb18ee74e0dbd0b759acb24e7523d8c,2.0,BlackRock,banker,,onpekpikylb.bcgdhxgzwd.dzlecjglpigjuc,2020-06-29 11:35:40+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1556,88d3cb485f405a6cec9d14e9ee2865491855897bfc9a958c0e7c06485a074d02,40.0,Xenomorph,banker,,meritoriousness.mollah.presser,2023-02-14 13:31:41+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1566,89e5746d0903777ef68582733c777b9ee53c42dc4d64187398e1131cccfc0599,6.0,TeaBot,banker,,trouble.canyon.van,2021-03-29 09:44:53+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1583,8ba5f3c72ef0cc658dd832dbb1e1ffaf02d020a740847f93983b969d34a3281f,40.0,Xenomorph,banker,,com.warrior.merry,2023-03-07 02:46:51+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1659,978f4a85f6a187ee9db157cbb0686ff830453c76bb832403784f11bfe340a630,40.0,Xenomorph,banker,,com.mhiauaqmlacl.ypmsfwbkjhsbeoz,2022-12-31 17:16:14+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1697,9ce2ad40f3998860ca1ab21d97ea7346bf9d26ff867fc69c4d005c477c67a899,40.0,Xenomorph,banker,,com.great.calm,2023-02-16 20:26:02+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1705,9dd56596bfabc9c717c3d6141354768dc396b2199e3f5301a2c037026b980703,7.0,Chameleon,banker,,com.combine.decrease,2023-01-03 05:54:07+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1717,9f81ceb2c6b512402f9d7d0998a9e210a780fd51e494170186794d69bbddb642,48.0,Coper,banker,,node.al351.ex,2024-04-17 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1797,ab345951a3e673aec99f80d39fa8f9cdb0d1ac07e0322dae3497c237f7b37277,40.0,Xenomorph,banker,,deceva.lgmihi.wtcozl,2022-08-09 12:56:57+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1820,b01b74aaf249d0740f541c081c0c0de4bf455b4b68f2634fab6cf8aafcd95d52,18.0,SOVA,banker,,com.gdwicoopc.mlwmelkys,2022-08-12 18:07:40+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1842,b2e592c5cf8ccc944c06a11ff156efdfa4233fe46e2281bab3fd238f03b505e3,18.0,SOVA,banker,,com.faax.kcnbvlo.dtojtuo,2021-07-12 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1872,b67a102526766779119a6428b4e4ea6b94f7bb31eaec21cb82f96fb49524f604,48.0,Coper,banker,,,2021-08-02 15:07:38+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1876,b6bfefa7eb25bef0c14d55dbb2e704df586c0e5d930023944db3eb4056f9b398,6.0,TeaBot,banker,,com.dbvtr.cjvch,2022-04-15 15:26:43+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1880,b77adec6e50e884b03750944f41d539213d7cc1e9cadd86e76fa0cacf83ad9ed,1.0,Anubis,banker,,pet.error.flock,2020-12-05 08:55:50+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1888,b86b23bc438d1c51549db5deae60cd4fec7f75e7d248f045b375321807cfb4c7,107.0,Piom,banker,,com.orchestra.watchdog,2022-12-19 17:06:36+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1892,b90923c0e5149b068faa19ef5c77128edd6c477d91e2fca6c1c9ab4d5179fc8f,48.0,Coper,banker,,nuimer.li648.se,2024-05-09 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1919,be125a98ba01f1bd318271b5de8114da139e5f78449ab3eb69c5aa4934026aed,7.0,Chameleon,banker,,com.amateur.ensure,2023-01-02 14:29:08+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1924,bee3fc6b875e49edaa983ef9d38d0bcafe82abca82e684ef4fdca6df0c695c8b,5.0,SharkBot,banker,,com.tmqxfghsegbl9b3shaxdylqc.hykdpm2kjo,2021-11-12 16:56:34+00:00,below_min_samples_per_family,,,,,,,,True,False,True
1960,c3aaa52d55e9365c291298d2fc0197c22a95a00130646435ca724c5e4fdb2e93,40.0,Xenomorph,banker,,com.okgsy.dygsh002,2022-12-01 07:18:46+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2002,ca172f8d36326fc0b6adef9ea98784fd216c319754c5fc47aa91fce336c7d79a,12.0,Marcher,banker,,com.xasefa.advanced,2025-02-18 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2019,cb507f6a2406274b56150f56bb7ef7cfd88f79600768f25b4a7d5441ec987835,7.0,Chameleon,banker,,com.chuckle.define,2023-08-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2053,d0998b3d87f5f507fad02668e07f1e428b860fbb8945a902705cd231d4d185da,40.0,Xenomorph,banker,,repechage.resells.preschool,2023-03-09 03:25:43+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2058,d19811bbe14108877bf28918ecf4bc7b25d095edd87f9545294e0b7677721d47,7.0,Chameleon,banker,,com.thing.gasp,2023-01-01 15:30:55+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2094,d65e0179d1d5039c98b433f63b75d7ee46c4cba97d4fae315e26c506cb118c6e,6.0,TeaBot,banker,,com.appandutilitytools.fileqrutility,2024-05-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2146,dc9383a0fb77ca5f6d416dfe0945a6278741f928013f863b97ce159d09718a81,6.0,TeaBot,banker,,com.nfctnofxy.tmzcwkcjd,2024-05-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2153,dd8a5a1a8632d661f152f435b7afba825e474ec0d03d1c5ef8669fdc2b484165,18.0,SOVA,banker,,com.clqg.sbtkqsb.ixrooga,2021-09-10 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2157,ddc65d96a0022ed640bdbe174582e337218fd4f7114254504952e5bb94ea1851,48.0,Coper,banker,,cropim.an669.ga,2024-04-11 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2168,df298b0aba5aad2886ae720577557b3e48fba905055dcee0fd74336660bfd0a2,17.0,Ermac,banker,,com.kototomumeci.nacipiyi,2022-05-23 11:06:51+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2247,ea4960b84756fd82fe43cb2cffdbe464df6dd4d48aa10d1cefe38aa8ac6eb44d,40.0,Xenomorph,banker,,com.degree.enough,2022-09-24 18:24:01+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2269,ecc2807e8038a7bf3e899041ed0dcd4e3d970175a0418165db105368f40ecd1a,48.0,Coper,banker,,,2021-07-23 13:15:41+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2271,ecf9c14c2132346cc390c84f9d2d5650f56959a549bec37557a6424e516c61e3,8.0,EventBot,banker,,com.ea81a98ec2.e07d414f8bedfa5cb7.bb7597834aaa,2020-04-22 11:30:15+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2282,edbef1be12821b7bcf37476dbd06e03171926c4c85791540d1e0385cfde53e4b,48.0,Coper,banker,,riazei.do565.talk,2024-05-01 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2291,ef0785dcdfe4fff99dc79bd89f1d1c2b207e67cb8fe6940127dd655ec202a770,7.0,Chameleon,banker,,com.feed.ridge,2023-01-03 05:54:09+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2300,f03890836a2879d72fe58b8671fbb9ff04aafcd9474e3bc314f9a7a63cc05f34,7.0,Chameleon,banker,,com.breeze.broom,2022-12-28 03:09:58+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2325,f4d18662c927380a2d30eba367fafd3746fa137df499cb50d49e591a420aa95d,17.0,Ermac,banker,,com.sdblokpzz.epfbyuxgx,2022-06-09 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2365,fa3d959e53d163d39c62c3f3bb2351411296fc2d6d85f5d75e04ef5255d9eded,7.0,Chameleon,banker,,com.sure.dial,2023-01-03 15:54:15+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2368,fa7947933a3561b7174f1d94472dcf8633a03749c14342ce65dafe94db361140,5.0,SharkBot,banker,,com.ltdevelopergroups.litecleaner.m,2022-11-23 08:15:46+00:00,below_min_samples_per_family,,,,,,,,True,False,True
2378,fbaf785edfafa583ea61884d88f507a27154892a394e27d81102f79fe7eb5b8f,2.0,BlackRock,banker,,ezmjhdiumgiyhfjdp.bjucshsqxhkigwyqqma.gqncehdcknrtcekingi,2020-06-26 11:40:30+00:00,below_min_samples_per_family,,,,,,,,True,False,True
10053,02499a198a8be5e203b7929287115cc84d286fc6afdb1bc84f902e433a7961e4,48.0,Coper,banker,,com.qrdscannerratedx,2022-07-19 09:04:15+00:00,below_min_samples_per_family,,,,,,,,True,False,True
13360,392272ef515d2f60f2c058675d637bf63a265800b8e4613ed9f72eeb8ebb323d,86.0,RewardSteal,banker,,,2026-01-03 11:43:39+00:00,outside_time_window,,,,,,,,True,False,True
13364,d0e684dedd320a8b1838dab6c94e97384058fb18b831ceb3f479aea849d83811,1.0,Anubis,banker,,bdlxtspya.heihqyeizynsrdfg.tpqlhhugp,2020-07-02 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
13366,d4212439e709b6d3f363fecea26e71a6496011a776986698fe34e05bd3766ac4,1.0,Anubis,banker,,com.tencent.mm,2022-10-04 12:38:16+00:00,below_min_samples_per_family,,,,,,,,True,False,True
14944,610ebf1037134ef4be64c44846428e71ce30b51aa13a14c459f978531f09722c,34.0,Octo,banker,,com.watchandlr,2022-11-24 00:50:18+00:00,below_min_samples_per_family,,,,,,,,True,False,True
14946,6f1eb9c21b026eecfd65459ec4cffe3954d24619010741e18722108d7bacf3d1,5.0,SharkBot,banker,,com.sidalistudio.developer.app,2022-11-22 00:44:32+00:00,below_min_samples_per_family,,,,,,,,True,False,True
14948,844efceeeeff73da35ac13c217ad5723c456ecec01fada7f92b9203fc29e7dcd,5.0,SharkBot,banker,,com.sidalistudio.developer.app,2022-09-13 13:18:20+00:00,below_min_samples_per_family,,,,,,,,True,False,True
14966,8127c09ea8b0e40aa49f9f1cbf52be0ed7323720792a528d4e12746b91f9766b,36.0,SpyNote,rat,,,2026-01-04 14:31:43+00:00,outside_time_window,,,,,,,,True,False,True
14989,bac8753a8b07936d86a544d536bd857b427994fb614d39e1163989a93097ebb6,50.0,TangleBot,spyware,,,2026-01-02 13:01:25+00:00,outside_time_window,,,,,,,,True,False,True
15222,b8ea74902684dcced62a5ca2c1d6932659decfefcbdb2615bfe5899e05eb1451,7.0,Chameleon,banker,,com.stub,2024-07-24 14:52:43+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15252,d0279f6afa15e29234f752229e9b91312fc118f1c73971a2042e163d586c3792,17.0,Ermac,banker,,com.jakedegivuwuwe.yewo,2024-02-17 16:07:52+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15254,7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265,17.0,Ermac,banker,,nusku.ermacv2.apk,2024-06-27 17:23:02+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15256,4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580,17.0,Ermac,banker,,com.heruhifosexowe.piwi,2022-12-02 11:06:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15258,ea832ffd966341b068065875ce11cd5f3021487475947322ec8cc93af6f6f4f9,17.0,Ermac,banker,,com.yakiminamodalixe.yeki,2022-12-02 11:05:58+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15260,b5b523c1244ebfb5aa3531945479ac078e376e1f417b3f60ba5a502e54783d56,17.0,Ermac,banker,,,2022-12-13 18:32:14+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15262,3abe643e901859b9148b124a1556ab531dfe1e37fa8413500b6caddd0382307f,17.0,Ermac,banker,,com.ziroyotebufobi.rapugo,2022-12-02 11:05:57+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15264,f4ebdcef8643dbffe8de312cb47c1f94118e6481a4faf4166badfd98a0a9c5d3,17.0,Ermac,banker,,com.baresucuvuzefa.feyi,2022-10-19 08:34:09+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15266,739d83c8ca63e674d56bc4c6024eac790d66d460c27437f47009fed834d47feb,17.0,Ermac,banker,,com.majosiwuxexeku.poniva,2022-07-20 07:08:20+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15268,72db4b6b4d90f66c099e4366c91cabc076d4ba5968abd163a9b61f9c9ea288cc,17.0,Ermac,banker,,com.yuvutitoyece.kevara,2022-07-12 02:57:12+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15270,e726697d7f682a6b2be61ae887b80275ca124da0350020ead46c52781bd22e39,17.0,Ermac,banker,,com.dakerebutisi.lozaji,2022-07-12 11:25:39+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15272,a4874ebfe480449a897f86c87a490fbc4c2276d5bad4ff92bc93e2e8ae8efc66,17.0,Ermac,banker,,com.mazocexayori.kute,2022-05-09 10:33:29+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15274,fa0eb78eda4edce77d74a3752a4d06faf1066e8afe4bfe238cea14344584e5e8,17.0,Ermac,banker,,com.mazocexayori.kute,2022-05-02 11:33:30+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15276,0dc975df4f929ed0422fb5c9a9582d3d5e11ab176cc3176e269b2a456d48d571,17.0,Ermac,banker,,com.mazocexayori.kute,2022-05-03 08:30:16+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15553,3a12faa17974d04606c3479854d8df95261dfffa46e5262c8e8e275ca11b514f,129.0,Wroba,banker,,wtg.kmu.hzg.ktmkbg,2021-11-05 04:12:40+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15554,1e41a9f204ed3bf567eb955f9dae119213cdf4fa3c6dacaa9bb21e95dace021f,129.0,Wroba,banker,,rhkke.fjyt.nbz.fryey,2021-11-18 05:25:13+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15555,2e8b278dc2bfcce5d043f0846a34bf92dccedbd58b8b17152ebffb18a341655f,129.0,Wroba,banker,,yutlwa.gn.lpo.bltkv,2021-11-05 04:12:26+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15556,485f7547ba30886b5a771e3df105665772d5ff3872b4683bcb3dea8ee2aca2c9,129.0,Wroba,banker,,oiami.ywtu.qlaj.ojpoc.jzr.xhdd,2021-11-05 04:12:52+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15557,30bdf42374a5bb6a83be08f9667e0a9395e411f911dab08d9c0814d30fb0e260,129.0,Wroba,banker,,dbsdlx.ubbt.cplua.lsund,2021-11-05 04:11:53+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15558,919e6daae2ff6348006f22e9ecc040198d9d49d6156e00ddbbffcb1342e6bbd4,47.0,RoamingMantis,banker,,com.xpav.qmgj,2020-08-12 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15559,b70c60456d1a6cf5ea71355ece42e170bec28289a6f3bb6c57fbf068a89a197e,129.0,Wroba,banker,,zhu.wei.mai.lai,2020-01-14 03:51:14+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15572,4cfeb0169a27990ef25ea453ec31268f7885e025783898e97543cb98e2e26121,129.0,Wroba,banker,,rtysd.edfsat.fsg,2025-02-11 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15575,c65318aa58c9091b938948b62c4b5d6e47237697d8d2f96863f99ef177b6818d,129.0,Wroba,banker,,ghd.et.hds,2025-02-11 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15577,7595c97eb7f2ff4da237746cdac7992df6a4963dcf2f96c9ae19f7a2dc8c88f7,129.0,Wroba,banker,,rdsysd.edfdsat.fsg,2025-02-11 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15578,7e49b7c6ed359b4e910e8d4d2c9436d99cddeb7f9af2e2f1082d0ca45d469566,129.0,Wroba,banker,,jfgh.rtw.ghm,2025-02-11 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15582,dcdcacafacb1f8a9474ff714dd418e0104e854b87ad07220ce5e4564568ce997,62.0,BRATA,banker,,com.vivointernetgratis,2022-11-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15583,5395936963df4d72b365fd30ab52a00a88f8a5f75336ba84ac8a9fc369e0f811,47.0,RoamingMantis,banker,,com.waatt25,2022-11-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
15584,b64123e4ff92cd7be104b21ca0deaefd89e8270572746c61efc3e7cd05999b5d,62.0,BRATA,banker,,com.wac2ef,2022-11-29 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20323,070640095c935c245f960e4e2e3e93720dd57465c81fa9c72426ee008c627bf3,32.0,Albiriox,banker,,,2025-12-02 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20324,5e14181839816bbb4b55badc91f29d382e8d6f603eec2ed8f8b731c35def6b59,32.0,Albiriox,banker,,,2025-12-02 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20325,630b047722d553495def3b8e744f2f621209e1a77389c09a9a972eeb243f9ed8,32.0,Albiriox,banker,,,2025-12-02 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20326,a0c9d6eb1932c96a11301c00cf96ce9767fb11401e090f215f972df06b09a878,32.0,Albiriox,banker,,com.nmz.nmz,2025-12-02 00:00:00+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20327,3269a0116ce0915afdd32e8d87b05ae9f5c00fcf0a6729add39a6a87aaf30089,32.0,Albiriox,banker,,,2025-12-10 10:57:43+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20328,d076268a34eb62ba17aaf3cfb244998bd3a1a9a4c1ca98d21944d94da30f42a8,33.0,PromptSpy,spyware,,com.morganarg.appupdate,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20330,468eed1131e4b562ae32ff2734d9feb37c9b8e2097df05431867279614c8502a,33.0,PromptSpy,spyware,,com.morganarg.appupdate,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20332,db7a1c352c7d1ac75e0ba31b71cf4b0e3304a22b8d0d636fa80b5d5095be1e00,33.0,PromptSpy,spyware,,net.ustexas.ami,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20334,4ee3b09dd9a787ebbb02a637f8af192a7e91d4b7af1515d8e5c21e1233f0f1c7,33.0,PromptSpy,spyware,,com.morganarg.appupdate,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20336,b420b96e0d76702f51ba0e3364da881aaf766e00538059e58fec6b7676a68e6c,33.0,PromptSpy,spyware,,nlll4.un7o6.q38l5,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20338,11f5c91d24c9d1eee16dacacfb9160e299544c1a854af92f79daf88364cea0b6,33.0,PromptSpy,spyware,,net.ustexas.myavlive,2026-02-19 00:00:00+00:00,outside_time_window,,,,,,,,True,False,True
20340,4284e6bbc2fc274d8b0a1f37f91408efc0404e4cae0ba28abc4d583bc59af6bd,19.0,TrickMo,banker,,net.dress.absorb,2026-02-09 12:38:40+00:00,outside_time_window,,,,,,,,True,False,True
20342,6eb525100f54b9a830cd2d0f1169b053edb55332b2be73dd29a8b165b9ccdbf5,19.0,TrickMo,banker,,semplo.ic327.skin,2026-01-13 13:02:11+00:00,outside_time_window,,,,,,,,True,False,True
20344,0e69f3d10ba88974c47a9ce83a095a29e9ac3de66b0441db60624fbe0772f6c3,19.0,TrickMo,banker,,,2026-01-04 03:01:29+00:00,outside_time_window,,,,,,,,True,False,True
20354,d17d2f0ab340d52c83e59d3d7d6636d92e15f23a9a70b4f402c5af54cfc291af,86.0,RewardSteal,banker,,,2026-01-03 14:01:54+00:00,outside_time_window,,,,,,,,True,False,True
20380,33ece8395604682f2c428a5b7a11e562b836f44f7b6fbb0caaa84bfa80d0c8ff,48.0,Coper,banker,,com.wreck.chef,2025-05-02 08:02:15+00:00,below_min_samples_per_family,,,,,,,,True,False,True
20382,73aef1d852c9c4001b1a7db673e03417d30f489e56db5813a8757866c2641028,48.0,Coper,banker,,com.lessfire68,2026-02-03 06:57:39+00:00,outside_time_window,,,,,,,,True,False,True
20384,9a1ac04b85cc6f35cd83382f258254556a37f1fc314020dbecbde033caa00a8d,48.0,Coper,banker,,com.callfrom29,2026-02-03 07:17:14+00:00,outside_time_window,,,,,,,,True,False,True
20386,faa774978f43368357f553a1e45a2f9465fcfa50c6c09dbf6004304db03bc641,48.0,Coper,banker,,com.morningriver8,2026-02-03 07:17:10+00:00,outside_time_window,,,,,,,,True,False,True
